GEO.id,GEO.id2,GEO.display-label,D001,D002,D003,D004,D005,D006,D007,D008,D009,D010,D011,D012,D013,D014,D015,D016,D017,D018,D019,D020,D021,D022,D023,D024,D025,D026,D027,D028,D029,D030,D031,D032,D033,D034,D035,D036,D037,D038,D039,D040,D041,D042,D043,D044,D045,D046,D047,D048,D049,D050,D051,D052,D053,D054,D055,D056,D057,D058,D059,D060,D061,D062,D063,D064,D065,D066,D067,D068,D069,D070,D071,D072,D073
1500000US440070002002,440070002002,"Block Group 2, Census Tract 2, Providence County, Rhode Island",853,458,395,368,141,179,4,32,1,11,27,24,8,2,3,0,0,6,2,1,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070002003,440070002003,"Block Group 3, Census Tract 2, Providence County, Rhode Island",1050,721,329,298,81,123,13,63,2,16,31,28,9,3,2,1,1,7,0,0,1,2,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070002004,440070002004,"Block Group 4, Census Tract 2, Providence County, Rhode Island",1287,831,456,421,56,168,7,180,0,10,35,28,11,0,1,0,0,3,1,0,0,0,0,7,0,5,0,7,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070002005,440070002005,"Block Group 5, Census Tract 2, Providence County, Rhode Island",1716,1127,589,548,128,291,15,104,0,10,41,40,4,1,1,0,1,18,4,0,5,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070003001,440070003001,"Block Group 1, Census Tract 3, Providence County, Rhode Island",674,341,333,316,73,191,6,45,1,0,17,14,1,0,2,0,0,10,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070003002,440070003002,"Block Group 2, Census Tract 3, Providence County, Rhode Island",1208,715,493,464,158,219,13,67,0,7,29,28,5,1,7,0,0,5,3,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070003003,440070003003,"Block Group 3, Census Tract 3, Providence County, Rhode Island",924,497,427,400,122,177,3,97,0,1,27,24,8,1,4,0,1,2,0,0,8,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070003004,440070003004,"Block Group 4, Census Tract 3, Providence County, Rhode Island",1497,1007,490,455,107,254,8,63,0,23,35,29,7,1,2,0,0,13,0,3,3,0,0,0,0,0,0,6,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070003005,440070003005,"Block Group 5, Census Tract 3, Providence County, Rhode Island",1493,809,684,630,136,316,14,154,1,9,54,50,12,5,4,0,0,7,0,1,11,0,0,3,0,6,1,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070003006,440070003006,"Block Group 6, Census Tract 3, Providence County, Rhode Island",918,654,264,246,56,164,2,16,0,8,18,14,4,2,1,0,1,4,0,0,2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070004001,440070004001,"Block Group 1, Census Tract 4, Providence County, Rhode Island",1055,419,636,574,67,423,20,60,0,4,62,61,11,3,5,1,3,20,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070004002,440070004002,"Block Group 2, Census Tract 4, Providence County, Rhode Island",778,536,242,231,19,186,11,12,0,3,11,9,1,0,0,0,0,6,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070004003,440070004003,"Block Group 3, Census Tract 4, Providence County, Rhode Island",913,674,239,204,15,152,5,30,0,2,35,29,9,2,0,0,0,16,0,0,2,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070004004,440070004004,"Block Group 4, Census Tract 4, Providence County, Rhode Island",1015,770,245,225,36,157,16,8,0,8,20,19,1,3,0,0,1,3,1,0,8,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070005001,440070005001,"Block Group 1, Census Tract 5, Providence County, Rhode Island",1135,600,535,486,72,338,15,38,0,23,49,47,9,2,2,1,2,21,3,0,7,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070005002,440070005002,"Block Group 2, Census Tract 5, Providence County, Rhode Island",684,522,162,156,20,114,5,14,0,3,6,6,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070005003,440070005003,"Block Group 3, Census Tract 5, Providence County, Rhode Island",1221,805,416,380,31,307,13,13,1,15,36,29,9,0,0,3,1,3,1,1,7,0,0,3,0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070006001,440070006001,"Block Group 1, Census Tract 6, Providence County, Rhode Island",409,56,353,331,256,61,1,13,0,0,22,18,3,0,5,1,2,3,0,1,2,0,0,1,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070006002,440070006002,"Block Group 2, Census Tract 6, Providence County, Rhode Island",1256,608,648,591,86,423,16,43,0,23,57,54,14,6,0,0,1,18,0,2,10,0,1,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070007001,440070007001,"Block Group 1, Census Tract 7, Providence County, Rhode Island",555,272,283,243,47,176,4,7,0,9,40,24,7,1,1,1,0,8,0,0,5,0,0,1,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070007002,440070007002,"Block Group 2, Census Tract 7, Providence County, Rhode Island",1315,496,819,767,128,568,21,18,0,32,52,42,5,1,0,0,1,17,1,1,16,0,0,0,0,0,0,10,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070007003,440070007003,"Block Group 3, Census Tract 7, Providence County, Rhode Island",801,339,462,442,154,227,12,44,2,3,20,19,1,3,1,0,0,9,0,0,4,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070008001,440070008001,"Block Group 1, Census Tract 8, Providence County, Rhode Island",1622,127,1495,1454,962,99,4,381,3,5,41,40,10,1,20,0,0,2,0,0,4,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070008002,440070008002,"Block Group 2, Census Tract 8, Providence County, Rhode Island",1152,392,760,722,435,179,10,90,0,8,38,35,5,3,1,0,3,12,1,0,5,0,0,0,0,5,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070008003,440070008003,"Block Group 3, Census Tract 8, Providence County, Rhode Island",1795,148,1647,1602,1155,98,3,337,0,9,45,44,11,0,26,1,0,1,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070009001,440070009001,"Block Group 1, Census Tract 9, Providence County, Rhode Island",1354,309,1045,1015,747,145,15,94,0,14,30,28,6,5,7,1,3,0,0,2,1,0,0,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070009002,440070009002,"Block Group 2, Census Tract 9, Providence County, Rhode Island",963,255,708,662,478,93,10,78,0,3,46,41,13,3,18,0,3,3,1,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070010001,440070010001,"Block Group 1, Census Tract 10, Providence County, Rhode Island",1246,432,814,774,585,121,20,43,1,4,40,35,8,3,6,0,4,5,0,0,4,0,0,1,0,4,0,5,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070010002,440070010002,"Block Group 2, Census Tract 10, Providence County, Rhode Island",1210,545,665,635,414,176,4,35,0,6,30,27,13,2,2,1,1,2,0,1,2,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070011001,440070011001,"Block Group 1, Census Tract 11, Providence County, Rhode Island",991,164,827,789,617,55,1,107,2,7,38,24,5,3,7,1,2,2,0,0,1,2,0,0,0,1,0,14,10,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070011002,440070011002,"Block Group 2, Census Tract 11, Providence County, Rhode Island",686,152,534,517,396,78,0,35,1,7,17,16,10,2,0,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070011003,440070011003,"Block Group 3, Census Tract 11, Providence County, Rhode Island",796,203,593,564,392,97,7,62,0,6,29,29,3,9,2,0,8,1,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070012001,440070012001,"Block Group 1, Census Tract 12, Providence County, Rhode Island",1300,921,379,353,113,214,14,2,0,10,26,22,1,0,4,0,2,4,3,0,6,1,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070012002,440070012002,"Block Group 2, Census Tract 12, Providence County, Rhode Island",743,299,444,419,261,113,7,33,1,4,25,20,4,1,5,0,0,9,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070012003,440070012003,"Block Group 3, Census Tract 12, Providence County, Rhode Island",852,502,350,320,94,154,1,70,0,1,30,29,2,1,5,0,0,17,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070013001,440070013001,"Block Group 1, Census Tract 13, Providence County, Rhode Island",909,219,690,647,492,97,6,48,0,4,43,36,11,7,3,1,5,5,0,0,2,1,0,0,0,1,0,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070013002,440070013002,"Block Group 2, Census Tract 13, Providence County, Rhode Island",995,446,549,495,357,62,2,70,0,4,54,54,7,1,12,1,0,6,0,0,1,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070013003,440070013003,"Block Group 3, Census Tract 13, Providence County, Rhode Island",1259,745,514,496,101,91,1,295,0,8,18,14,7,0,0,0,1,0,0,0,0,3,0,0,0,3,0,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070013004,440070013004,"Block Group 4, Census Tract 13, Providence County, Rhode Island",1093,575,518,500,263,128,2,103,0,4,18,15,3,0,1,0,2,3,0,0,5,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070014001,440070014001,"Block Group 1, Census Tract 14, Providence County, Rhode Island",1123,800,323,315,63,171,3,75,0,3,8,7,3,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070014002,440070014002,"Block Group 2, Census Tract 14, Providence County, Rhode Island",1451,958,493,451,48,169,4,230,0,0,42,38,12,0,7,0,1,8,5,1,0,1,0,0,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070014003,440070014003,"Block Group 3, Census Tract 14, Providence County, Rhode Island",1007,674,333,322,32,77,1,199,0,13,11,11,2,0,4,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US440070014004,440070014004,"Block Group 4, Census Tract 14, Providence County, Rhode Island",1784,1113,671,612,97,311,17,183,0,4,59,53,11,1,7,0,1,27,2,1,2,0,0,0,0,1,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
