GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57,HD01_VD58,HD02_VD58,HD01_VD59,HD02_VD59,HD01_VD60,HD02_VD60,HD01_VD61,HD02_VD61,HD01_VD62,HD02_VD62,HD01_VD63,HD02_VD63,HD01_VD64,HD02_VD64,HD01_VD65,HD02_VD65,HD01_VD66,HD02_VD66,HD01_VD67,HD02_VD67,HD01_VD68,HD02_VD68,HD01_VD69,HD02_VD69,HD01_VD70,HD02_VD70,HD01_VD71,HD02_VD71,HD01_VD72,HD02_VD72,HD01_VD73,HD02_VD73,HD01_VD74,HD02_VD74,HD01_VD75,HD02_VD75,HD01_VD76,HD02_VD76,HD01_VD77,HD02_VD77,HD01_VD78,HD02_VD78,HD01_VD79,HD02_VD79,HD01_VD80,HD02_VD80,HD01_VD81,HD02_VD81,HD01_VD82,HD02_VD82,HD01_VD83,HD02_VD83,HD01_VD84,HD02_VD84,HD01_VD85,HD02_VD85,HD01_VD86,HD02_VD86,HD01_VD87,HD02_VD87,HD01_VD88,HD02_VD88,HD01_VD89,HD02_VD89,HD01_VD90,HD02_VD90,HD01_VD91,HD02_VD91,HD01_VD92,HD02_VD92,HD01_VD93,HD02_VD93,HD01_VD94,HD02_VD94,HD01_VD95,HD02_VD95,HD01_VD96,HD02_VD96,HD01_VD97,HD02_VD97,HD01_VD98,HD02_VD98,HD01_VD99,HD02_VD99,HD01_VD100,HD02_VD100,HD01_VD101,HD02_VD101,HD01_VD102,HD02_VD102,HD01_VD103,HD02_VD103,HD01_VD104,HD02_VD104,HD01_VD105,HD02_VD105,HD01_VD106,HD02_VD106,HD01_VD107,HD02_VD107,HD01_VD108,HD02_VD108,HD01_VD109,HD02_VD109,HD01_VD110,HD02_VD110,HD01_VD111,HD02_VD111,HD01_VD112,HD02_VD112,HD01_VD113,HD02_VD113,HD01_VD114,HD02_VD114,HD01_VD115,HD02_VD115,HD01_VD116,HD02_VD116,HD01_VD117,HD02_VD117,HD01_VD118,HD02_VD118,HD01_VD119,HD02_VD119
1400000US44007000900,44007000900,"Census Tract 9, Providence County, Rhode Island",2215,355,1500,295,519,251,92,67,427,235,25,32,25,32,0,13,19,31,19,31,0,13,31,46,13,19,18,27,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,14,0,13,9,14,4,20,4,20,0,13,0,13,0,13,0,13,0,13,0,13,0,13,16,12,16,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,31,31,17,26,14,18,7,14,7,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,4,20,4,20,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,44,68,44,68,0,13,0,13,0,13,0,13,6,12,6,12,0,13,0,13,0,13,0,13
1400000US44007001000,44007001000,"Census Tract 10, Providence County, Rhode Island",2614,517,1155,296,1140,565,406,281,734,468,28,44,28,44,0,13,34,48,34,48,0,13,52,39,44,38,8,12,101,114,101,114,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,15,9,15,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,16,11,16,0,13,59,96,0,13,59,96,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,15,26,0,13,15,26,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,17,10,17,0,13,0,13,0,13,0,13
1400000US44007001100,44007001100,"Census Tract 11, Providence County, Rhode Island",2341,286,1512,240,483,243,289,128,194,144,38,37,38,37,0,13,0,13,0,13,0,13,0,13,0,13,0,13,65,49,36,35,29,44,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,34,51,34,51,0,13,0,13,0,13,0,13,30,45,30,45,0,13,11,18,11,18,0,13,94,133,94,133,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,18,29,0,13,18,29,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,45,65,23,32,22,33,11,17,11,17,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US44007001200,44007001200,"Census Tract 12, Providence County, Rhode Island",2601,276,893,147,1630,262,967,197,663,136,24,27,16,19,8,19,9,15,9,15,0,13,0,13,0,13,0,13,29,33,0,13,29,33,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,13,8,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,13,8,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US44007001300,44007001300,"Census Tract 13, Providence County, Rhode Island",4491,621,1686,372,2009,509,816,228,1193,424,15,22,15,22,0,13,29,34,11,18,18,29,9,13,9,13,0,13,20,25,20,25,0,13,18,28,18,28,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,3,0,13,1,3,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,38,59,25,39,13,20,7,16,0,13,7,16,541,320,307,205,234,128,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,39,61,39,61,0,13,15,18,15,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,64,105,64,105,0,13,0,13,0,13,0,13
1400000US44007001400,44007001400,"Census Tract 14, Providence County, Rhode Island",6093,751,1624,312,3006,765,1271,497,1735,626,0,18,0,18,0,18,0,18,0,18,0,18,4,8,4,8,0,18,3,7,3,7,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,909,383,282,203,627,257,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,213,268,152,187,61,83,50,80,0,18,50,80,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,35,57,35,57,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,249,244,42,53,207,203,0,18,0,18,0,18
1400000US44007001500,44007001500,"Census Tract 15, Providence County, Rhode Island",2831,313,1252,194,1187,233,445,168,742,189,6,10,6,10,0,13,15,23,15,23,0,13,0,13,0,13,0,13,24,28,15,17,9,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,163,113,55,61,108,99,39,73,15,30,24,43,0,13,0,13,0,13,0,13,0,13,0,13,15,24,7,12,8,12,0,13,0,13,0,13,63,82,31,41,32,41,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,67,77,67,77,0,13,0,13,0,13,0,13
1400000US44007001600,44007001600,"Census Tract 16, Providence County, Rhode Island",8328,889,1526,425,5836,919,2447,702,3389,710,9,17,0,18,9,17,130,152,99,116,31,52,71,62,42,33,29,40,15,28,15,28,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,16,25,0,18,16,25,0,18,0,18,0,18,0,18,0,18,0,18,19,29,10,15,9,14,321,128,169,76,152,67,0,18,0,18,0,18,0,18,0,18,0,18,173,139,101,95,72,52,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,212,176,98,113,114,139,0,18,0,18,0,18
1400000US44007001700,44007001700,"Census Tract 17, Providence County, Rhode Island",3110,349,1144,240,1786,348,925,330,861,190,0,13,0,13,0,13,0,13,0,13,0,13,53,41,37,38,16,17,74,55,74,55,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,4,7,0,13,4,7,0,13,0,13,0,13,0,13,0,13,0,13,5,10,0,13,5,10,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,44,56,44,56,0,13,0,13,0,13,0,13
1400000US44007001800,44007001800,"Census Tract 18, Providence County, Rhode Island",6037,567,1918,429,3524,557,1598,302,1926,443,11,19,0,18,11,19,0,18,0,18,0,18,162,124,82,76,80,80,33,38,15,25,18,29,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,31,54,10,18,21,36,198,260,143,176,55,88,0,18,0,18,0,18,0,18,0,18,0,18,42,63,13,20,29,43,66,100,42,63,24,38,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,52,91,39,68,13,23,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
1400000US44007001900,44007001900,"Census Tract 19, Providence County, Rhode Island",4747,677,1368,291,3045,604,1495,358,1550,421,9,16,9,16,0,18,17,22,5,13,12,18,0,18,0,18,0,18,197,262,127,195,70,76,13,21,0,18,13,21,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,11,17,11,17,0,18,0,18,0,18,0,18,12,18,12,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,41,69,0,18,41,69,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,34,38,34,38,0,18,0,18,0,18,0,18
1400000US44007002000,44007002000,"Census Tract 20, Providence County, Rhode Island",6844,553,3849,523,2519,441,1541,410,978,245,95,71,91,70,4,7,77,82,35,45,42,69,42,48,42,48,0,18,58,78,36,67,22,37,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,7,14,7,14,0,18,0,18,0,18,0,18,0,18,0,18,0,18,8,16,8,16,0,18,19,22,19,22,0,18,0,18,0,18,0,18,6,12,6,12,0,18,0,18,0,18,0,18,0,18,0,18,0,18,40,55,8,16,32,53,0,18,0,18,0,18,17,22,6,12,11,19,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,15,26,15,26,0,18,0,18,0,18,0,18,52,88,15,27,37,61,33,52,0,18,33,52,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,7,13,4,7,3,7,0,18,0,18,0,18
1400000US44007002101,44007002101,"Census Tract 21.01, Providence County, Rhode Island",2493,344,1335,209,850,344,363,189,487,222,53,59,53,59,0,13,87,135,58,92,29,44,31,35,18,28,13,20,39,43,39,43,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,21,25,21,25,0,13,0,13,0,13,0,13,19,30,19,30,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,18,10,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,18,11,18,0,13,0,13,0,13,0,13,37,71,37,71,0,13,0,13,0,13,0,13
1400000US44007002102,44007002102,"Census Tract 21.02, Providence County, Rhode Island",4672,732,1980,403,2342,625,1386,454,956,344,25,40,0,18,25,40,60,86,0,18,60,86,45,38,24,29,21,24,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,20,32,0,18,20,32,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,200,269,144,186,56,84,0,18,0,18,0,18
1400000US44007002200,44007002200,"Census Tract 22, Providence County, Rhode Island",4766,508,1926,471,2410,446,1235,331,1175,346,18,28,18,28,0,18,0,18,0,18,0,18,0,18,0,18,0,18,48,74,0,18,48,74,10,16,10,16,0,18,0,18,0,18,0,18,0,18,0,18,0,18,8,12,8,12,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,34,48,1,5,33,48,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,29,31,10,15,19,29,0,18,0,18,0,18,259,227,112,133,147,114,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,24,31,24,31,0,18,0,18,0,18,0,18
1400000US44007002300,44007002300,"Census Tract 23, Providence County, Rhode Island",4308,515,3751,505,209,215,190,213,19,32,21,24,21,24,0,13,29,44,29,44,0,13,109,72,96,69,13,21,29,33,12,20,17,27,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,21,13,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,11,5,11,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,13,0,13,7,13,6,21,6,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13,35,58,35,58,0,13,0,13,0,13,0,13,13,21,13,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,14,0,13,9,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,11,5,11,0,13,0,13,0,13,0,13,67,99,22,32,45,67,0,13,0,13,0,13
1400000US44007002400,44007002400,"Census Tract 24, Providence County, Rhode Island",6899,468,5816,443,486,225,400,170,86,66,39,38,39,38,0,18,8,16,8,16,0,18,54,75,54,75,0,18,79,102,39,92,40,49,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,31,49,0,18,31,49,0,18,0,18,0,18,0,18,0,18,0,18,6,11,6,11,0,18,4,9,4,9,0,18,17,21,13,19,4,9,6,11,6,11,0,18,0,18,0,18,0,18,14,22,14,22,0,18,12,17,7,13,5,10,31,28,23,24,8,15,17,26,17,26,0,18,12,18,8,16,4,9,0,18,0,18,0,18,0,18,0,18,0,18,5,9,0,18,5,9,0,18,0,18,0,18,27,34,0,18,27,34,7,13,7,13,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,20,35,5,9,15,33,0,18,0,18,0,18,208,201,170,181,38,63,0,18,0,18,0,18
1400000US44007002500,44007002500,"Census Tract 25, Providence County, Rhode Island",2545,356,1232,281,534,261,276,151,258,144,39,44,30,40,9,14,205,140,141,98,64,46,23,24,23,24,0,13,80,114,0,13,80,114,0,13,0,13,0,13,2,8,2,8,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,15,23,15,23,0,13,8,15,8,15,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,20,31,10,15,10,15,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,95,124,34,45,61,80,0,13,0,13,0,13,12,20,12,20,0,13,0,13,0,13,0,13,35,45,0,13,35,45,93,143,93,143,0,13,0,13,0,13,0,13,0,13,0,13,0,13,148,165,41,45,107,120,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,4,9,4,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US44007002600,44007002600,"Census Tract 26, Providence County, Rhode Island",2842,526,1264,354,1168,424,444,202,724,311,51,65,34,40,17,26,16,27,0,13,16,27,0,13,0,13,0,13,121,94,80,76,41,42,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,9,6,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,24,50,0,13,24,50,0,13,0,13,0,13,0,13,0,13,0,13,96,142,39,64,57,80,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,73,60,25,30,48,52,23,35,0,13,23,35
1400000US44007002700,44007002700,"Census Tract 27, Providence County, Rhode Island",5009,435,2863,387,1627,297,821,190,806,211,48,47,48,47,0,18,180,134,88,63,92,85,24,25,24,25,0,18,33,37,26,33,7,17,10,17,10,17,0,18,0,18,0,18,0,18,0,18,0,18,0,18,9,17,0,18,9,17,0,18,0,18,0,18,0,18,0,18,0,18,18,30,18,30,0,18,0,18,0,18,0,18,5,10,5,10,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,10,15,10,15,0,18,0,18,0,18,0,18,14,19,0,18,14,19,0,18,0,18,0,18,0,18,0,18,0,18,40,32,13,20,27,31,0,18,0,18,0,18,0,18,0,18,0,18,14,22,7,11,7,11,8,14,8,14,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,7,12,7,12,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,99,126,29,34,70,93,0,18,0,18,0,18
1400000US44007002800,44007002800,"Census Tract 28, Providence County, Rhode Island",5859,899,3019,643,2016,850,1179,391,837,535,0,18,0,18,0,18,311,333,151,170,160,172,91,72,77,70,14,24,18,28,18,28,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,55,90,55,90,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,56,92,22,36,34,55,0,18,0,18,0,18,0,18,0,18,0,18,203,227,122,133,81,98,0,18,0,18,0,18,0,18,0,18,0,18,47,65,0,18,47,65,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,43,58,36,57,7,13,0,18,0,18,0,18
1400000US44007002900,44007002900,"Census Tract 29, Providence County, Rhode Island",6143,660,3679,515,1559,568,1133,535,426,209,31,37,11,18,20,32,339,305,275,270,64,77,81,72,39,61,42,39,108,122,37,57,71,70,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,63,100,63,100,0,18,30,46,0,18,30,46,0,18,0,18,0,18,17,26,0,18,17,26,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,22,39,0,18,22,39,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,33,76,0,18,33,76,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,181,211,168,204,13,22,0,18,0,18,0,18
1400000US44007003100,44007003100,"Census Tract 31, Providence County, Rhode Island",4399,598,2528,448,750,425,626,352,124,156,31,36,16,24,15,22,42,60,42,60,0,13,19,24,19,24,0,13,80,65,0,13,80,65,0,13,0,13,0,13,4,10,0,13,4,10,40,48,0,13,40,48,29,47,29,47,0,13,0,13,0,13,0,13,113,120,56,87,57,44,0,13,0,13,0,13,13,21,13,21,0,13,15,24,0,13,15,24,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,35,56,17,27,18,29,0,13,0,13,0,13,465,419,131,147,334,328,0,13,0,13,0,13,32,58,0,13,32,58,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,70,109,29,47,41,63,0,13,0,13,0,13,36,59,36,59,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,38,59,38,59,0,13,59,79,59,79,0,13,0,13,0,13,0,13
